iter	Logloss
0	0.6363038491
1	0.5872928196
2	0.5442367873
3	0.502931341
4	0.4634203488
5	0.4283514109
6	0.3897752307
7	0.3527855166
8	0.3280126592
9	0.3074834692
10	0.2871765977
11	0.2629464562
12	0.2436939685
13	0.2269633099
14	0.2103812139
15	0.1982096157
16	0.1855403558
17	0.1729653541
18	0.1615955043
19	0.1469380915
20	0.1376331444
21	0.1296204271
22	0.122444853
23	0.1157946328
24	0.1096614977
25	0.105077368
26	0.09994109427
27	0.09525828759
28	0.09151272687
29	0.08780744668
30	0.0845559133
31	0.08214745857
32	0.08012617793
33	0.07826161064
34	0.07671257893
35	0.07376487004
36	0.07226773806
37	0.07100714022
38	0.06965556989
39	0.06823617121
40	0.06687835758
41	0.0646475984
42	0.06287277753
43	0.06087724399
44	0.05984717437
45	0.05886588366
46	0.05797866327
47	0.0569344804
48	0.05603937273
49	0.05503953537
50	0.05422324052
51	0.05302758007
52	0.05251271957
53	0.05190768726
54	0.05125642581
55	0.05073521751
56	0.05037713716
57	0.04996311657
58	0.04939432226
59	0.04892704367
60	0.04830245031
61	0.04795404317
62	0.04704645801
63	0.04621734387
64	0.04581151592
65	0.0453107688
66	0.04475127265
67	0.04440821513
68	0.04410711713
69	0.04375449331
70	0.04347952082
71	0.04305395861
72	0.04270259215
73	0.04209196754
74	0.04158189608
75	0.04133708835
76	0.04114905125
77	0.04057819989
78	0.04029333376
79	0.0393366498
80	0.03889295327
81	0.0386021368
82	0.03826240312
83	0.03800775865
84	0.03771591429
85	0.03748842052
86	0.03733164494
87	0.03635281505
88	0.03608572728
89	0.03582115691
90	0.03544860128
91	0.03511000296
92	0.03478585347
93	0.03465777377
94	0.03438803033
95	0.0342461107
96	0.03403516846
97	0.03380481947
98	0.03361869944
99	0.03345566486
100	0.033148056
101	0.03290717552
102	0.03276213033
103	0.03262308816
104	0.03235897401
105	0.03201812366
106	0.03188847049
107	0.03166071504
108	0.03136098936
109	0.03114014314
110	0.03067188968
111	0.03058956615
112	0.03044006585
113	0.03034854452
114	0.03020007638
115	0.03009549985
116	0.03001535326
117	0.02991517599
118	0.02979850913
119	0.02958623706
120	0.02944888654
121	0.02936522332
122	0.02920641399
123	0.02900472387
124	0.02891733801
125	0.02873502037
126	0.02854817195
127	0.02845587395
128	0.02840515366
129	0.02830479617
130	0.02822772333
131	0.02803507117
132	0.02789459305
133	0.02764069413
134	0.02752392355
135	0.02743413949
136	0.02732191571
137	0.02713776702
138	0.02703931337
139	0.02699064576
140	0.02689283069
141	0.0268087312
142	0.02675072102
143	0.02674228761
144	0.02664614358
145	0.02655324891
146	0.02639216184
147	0.02631467103
148	0.02612886321
149	0.02573133222
150	0.02567222058
151	0.02561418784
152	0.02552399494
153	0.02546586802
154	0.02532591056
155	0.02521121764
156	0.02512773755
157	0.02504728819
158	0.02491599542
159	0.02486556144
160	0.02478048902
161	0.02460903016
162	0.02454031631
163	0.02446752921
164	0.02439912607
165	0.02419559391
166	0.02410352144
167	0.02399204239
168	0.02395411774
169	0.02390055644
170	0.02370967589
171	0.02365788928
172	0.02356868717
173	0.02351508977
174	0.02345602308
175	0.02343549896
176	0.02338014343
177	0.0233243797
178	0.02320987005
179	0.02312546224
180	0.02301706946
181	0.02295395535
182	0.02290964723
183	0.02277592665
184	0.0226235413
185	0.02254606205
186	0.02239919655
187	0.0223296873
188	0.02221831765
189	0.02207655483
190	0.02195495236
191	0.02187077508
192	0.02182570034
193	0.02177522271
194	0.02170088832
195	0.02166823841
196	0.02158893997
197	0.02157734874
198	0.02156852131
199	0.02151751072
200	0.02146082749
201	0.02141581668
202	0.02137701357
203	0.02131852476
204	0.02121869571
205	0.0211861391
206	0.02105068956
207	0.02102343577
208	0.02098905518
209	0.02087555696
210	0.02077023055
211	0.02068009035
212	0.02063616073
213	0.02040013387
214	0.02034448245
215	0.02030582973
216	0.02026299022
217	0.02019382203
218	0.02015077173
219	0.02007687413
220	0.02000270463
221	0.01991347939
222	0.01983646074
223	0.01973762378
224	0.01969880978
225	0.01967043068
226	0.01962261086
227	0.01954802886
228	0.01947072642
229	0.01942749896
230	0.01938498308
231	0.01931815076
232	0.01928853462
233	0.01911547115
234	0.01903910162
235	0.01900359082
236	0.01899268314
237	0.01895071319
238	0.01887707543
239	0.01881747851
240	0.01872932108
241	0.01866228817
242	0.01863506539
243	0.01853884849
244	0.01846411477
245	0.01843261417
246	0.0183746054
247	0.01831394052
248	0.01828269201
249	0.01821276561
250	0.01817074886
251	0.01815219833
252	0.01807935358
253	0.01802954255
254	0.0180081223
255	0.01792600098
256	0.01785613227
257	0.01782934122
258	0.01777676792
259	0.01772763828
260	0.01768315435
261	0.01764914126
262	0.01762885439
263	0.01760672643
264	0.01752352869
265	0.01748291354
266	0.01740179779
267	0.0173941915
268	0.01730476806
269	0.01723595721
270	0.01718700945
271	0.01713634263
272	0.01703852065
273	0.0170009764
274	0.01696942833
275	0.01691947965
276	0.0168786662
277	0.01684754141
278	0.01679331708
279	0.01672951104
280	0.01668167425
281	0.0165891766
282	0.01652162983
283	0.0164719455
284	0.01643104996
285	0.01637895035
286	0.01634973631
287	0.01626288564
288	0.01623751777
289	0.0162171558
290	0.01612835169
291	0.01605331483
292	0.01600441955
293	0.01598969005
294	0.01592852756
295	0.0159217869
296	0.01588292844
297	0.01585666976
298	0.01583440403
299	0.01581605147
300	0.01575221029
301	0.01568350919
302	0.01561798088
303	0.01557605777
304	0.01550587523
305	0.01547592049
306	0.01540578843
307	0.01537113742
308	0.01529905544
309	0.01525835367
310	0.01522447446
311	0.01516245439
312	0.01513769748
313	0.01509166971
314	0.01504347546
315	0.01500845903
316	0.01498482501
317	0.01495365139
318	0.0148820896
319	0.01484538549
320	0.01481371263
321	0.0147760211
322	0.01475010211
323	0.01470160121
324	0.01467192294
325	0.0146332751
326	0.01455364236
327	0.01451135142
328	0.01439310268
329	0.01436903651
330	0.01433043664
331	0.01429075545
332	0.01423682197
333	0.01411450456
334	0.01405885131
335	0.01398818129
336	0.01394900681
337	0.01394361345
338	0.01391074885
339	0.01381367349
340	0.01377512163
341	0.01375708844
342	0.01369006392
343	0.01366373088
344	0.01360907555
345	0.01351011251
346	0.01345290413
347	0.01339337386
348	0.01335525788
349	0.0132988855
350	0.01327014125
351	0.01323499991
352	0.013203925
353	0.01315683162
354	0.01313142543
355	0.0131044523
356	0.01308110731
357	0.01306445608
358	0.01303662422
359	0.01300274402
360	0.01297758933
361	0.01297760958
362	0.01289427353
363	0.01288178752
364	0.01287680785
365	0.01285023253
366	0.01279351041
367	0.01277559465
368	0.01272736732
369	0.01270713863
370	0.01261161945
371	0.01258652696
372	0.01257915476
373	0.01256864472
374	0.01255238182
375	0.01253487589
376	0.01250654999
377	0.01248944725
378	0.01245573505
379	0.01243294407
380	0.01240647112
381	0.01235862339
382	0.01235288054
383	0.01229942113
384	0.0122834747
385	0.01225468779
386	0.01222197929
387	0.0122208538
388	0.01221474971
389	0.01219411034
390	0.01218570978
391	0.01213044756
392	0.01208889669
393	0.0120582786
394	0.01203873883
395	0.01202330808
396	0.01200171742
397	0.01198671062
398	0.01194823347
399	0.01184375352
400	0.01180543715
401	0.01175368462
402	0.01174120359
403	0.01172433514
404	0.01170270709
405	0.01168520513
406	0.01165886001
407	0.01161621573
408	0.0116044146
409	0.01159182178
410	0.01155208192
411	0.0115364896
412	0.0115231284
413	0.01151164316
414	0.0114932086
415	0.01145638907
416	0.01142286641
417	0.01139558733
418	0.01135909091
419	0.01130186695
420	0.01125987265
421	0.01124663646
422	0.01119594427
423	0.01114224771
424	0.01113053931
425	0.01108836101
426	0.01105675261
427	0.01105372344
428	0.01105372107
429	0.01097796629
430	0.01094932594
431	0.01093396318
432	0.0108873847
433	0.01086710329
434	0.01085336304
435	0.01083315339
436	0.01082336878
437	0.01079365187
438	0.01078382749
439	0.01076546714
440	0.01076239578
441	0.01073447224
442	0.01070735945
443	0.01068014249
444	0.01065211646
445	0.01061810059
446	0.01059262177
447	0.01058079543
448	0.01055398533
449	0.01048698748
450	0.01048387619
451	0.01047788459
452	0.01046378799
453	0.01045807916
454	0.01045748289
455	0.01040942648
456	0.01039862819
457	0.01039195636
458	0.01037560478
459	0.01036603224
460	0.01035983522
461	0.010335663
462	0.01031156236
463	0.01030784263
464	0.01029733046
465	0.01027497821
466	0.01025625267
467	0.01023673185
468	0.01022423666
469	0.01021221245
470	0.01021224347
471	0.01020435701
472	0.01016121274
473	0.01014101266
474	0.01010262102
475	0.01009496087
476	0.0100714403
477	0.01005066875
478	0.01004316574
479	0.0100251688
480	0.01001311639
481	0.01000685211
482	0.009991212069
483	0.009980875126
484	0.009976950425
485	0.009954348053
486	0.009929076153
487	0.009922073118
488	0.009867236724
489	0.009813152531
490	0.009774542712
491	0.009754432015
492	0.009733490367
493	0.009724924135
494	0.009707201531
495	0.009702677892
496	0.009683047515
497	0.009663889252
498	0.009651857532
499	0.009628660734
500	0.009608911466
501	0.009589736622
502	0.009589501731
503	0.009577439062
504	0.009527683667
505	0.009513572243
506	0.009457502752
507	0.009433611487
508	0.009417278952
509	0.009398678956
510	0.009384186844
511	0.009349988768
512	0.009337024602
513	0.009318943174
514	0.00931658108
515	0.009294760889
516	0.009258224188
517	0.009242392913
518	0.009231192191
519	0.009176878437
520	0.009118481708
521	0.009100757711
522	0.00909216165
523	0.009075152939
524	0.009053234858
525	0.009036187067
526	0.009001827643
527	0.008997807763
528	0.008997041813
529	0.008990853696
530	0.008984388291
531	0.008969814142
532	0.008969824711
533	0.008963428124
534	0.008956358952
535	0.008950196332
536	0.008934736191
537	0.008922451139
538	0.008920131683
539	0.008894301787
540	0.008881763735
541	0.008862037982
542	0.008833167772
543	0.008815302095
544	0.008800729611
545	0.008768029654
546	0.008765838084
547	0.008736226802
548	0.008717233641
549	0.008672319872
550	0.008652083501
551	0.008635510366
552	0.008607662074
553	0.008594894763
554	0.008570377487
555	0.008521004673
556	0.008509826709
557	0.008507128578
558	0.008492288301
559	0.008478942675
560	0.008476788413
561	0.00846337303
562	0.008428514026
563	0.008420313327
564	0.008403867002
565	0.008401869683
566	0.00839309839
567	0.008393101781
568	0.008391182032
569	0.008391126265
570	0.008381993695
571	0.008365022914
572	0.008357542148
573	0.008329618179
574	0.008316768362
575	0.008290145428
576	0.00824905953
577	0.008238889931
578	0.008218165064
579	0.008196779314
580	0.008185523885
581	0.008180868121
582	0.008169915736
583	0.008153584487
584	0.008127149869
585	0.008127129715
586	0.008116512018
587	0.008116548418
588	0.008114709055
589	0.00811187771
590	0.008098236006
591	0.008098234976
592	0.008096416206
593	0.008061319328
594	0.008058871155
595	0.008047092844
596	0.008045343028
597	0.008045345753
598	0.008043594832
599	0.008043601524
600	0.008041922873
601	0.008041922873
602	0.008040290828
603	0.0080387248
604	0.008027290459
605	0.008009726902
606	0.007996944238
607	0.007971274736
608	0.007949915196
609	0.007938910179
610	0.007907858014
611	0.00787086634
612	0.007848061783
613	0.007839625966
614	0.007823354178
615	0.007809078861
616	0.007809078861
617	0.007809080815
618	0.007798860749
619	0.007797272069
620	0.007786369075
621	0.007784707989
622	0.007784707989
623	0.007784707989
624	0.007770168059
625	0.007768656026
626	0.007768675089
627	0.007768620337
628	0.007768654148
629	0.007768654148
630	0.007763065938
631	0.007763030022
632	0.007763009733
633	0.007763028978
634	0.007763022406
635	0.007761775985
636	0.007742094521
637	0.007735193162
638	0.007725189999
639	0.007715493634
640	0.007705084405
641	0.007690105235
642	0.007674852987
643	0.007673605022
644	0.007657158818
645	0.007654309091
646	0.007654294903
647	0.007647451824
648	0.007646469547
649	0.007632735722
650	0.007623396546
651	0.00761255327
652	0.007602537691
653	0.007586634978
654	0.007576257532
655	0.007571629613
656	0.007551917154
657	0.007550330382
658	0.007532329582
659	0.007523296053
660	0.007513680816
661	0.007502151508
662	0.007486812665
663	0.007469699144
664	0.007436182998
665	0.007434039259
666	0.00741147677
667	0.0073860171
668	0.007377702642
669	0.007368063966
670	0.007368094552
671	0.00733324704
672	0.007314091396
673	0.007291703307
674	0.007270827827
675	0.007261598851
676	0.007252945495
677	0.007238421524
678	0.007238199852
679	0.007229880882
680	0.007216269098
681	0.007209728955
682	0.007193315503
683	0.007185236678
684	0.007175998495
685	0.007161258455
686	0.007141289529
687	0.00711839332
688	0.007115906717
689	0.007113504816
690	0.007113518413
691	0.007099668695
692	0.007089711017
693	0.007087592989
694	0.007080652837
695	0.007065366899
696	0.007058215265
697	0.007046580723
698	0.007037886092
699	0.007029534537
700	0.007027245864
701	0.007024167621
702	0.007011882871
703	0.007004970277
704	0.007004997955
705	0.006996906714
706	0.006996009154
707	0.006984774591
708	0.00698479164
709	0.006982592241
710	0.006970432167
711	0.006970488766
712	0.006959605047
713	0.006948198491
714	0.006926895293
715	0.006913555663
716	0.006906410737
717	0.00690639069
718	0.006904170033
719	0.00689169344
720	0.006879333346
721	0.006864594638
722	0.006864154776
723	0.006852199688
724	0.006852169678
725	0.006839297982
726	0.006832421454
727	0.006830901487
728	0.006819796141
729	0.006817643621
730	0.006814843861
731	0.00681298766
732	0.006804152227
733	0.006784975703
734	0.006776982003
735	0.006765697836
736	0.006765700289
737	0.006759088663
738	0.006748502718
739	0.006737205817
740	0.006732408752
741	0.00672128666
742	0.006717862175
743	0.006689729676
744	0.006682748218
745	0.006680742616
746	0.006677048521
747	0.006676249215
748	0.006673343797
749	0.006661293347
750	0.006659750122
751	0.006657128472
752	0.006655213174
753	0.006628263592
754	0.006616035138
755	0.00660459836
756	0.006602741796
757	0.006591969322
758	0.006578345182
759	0.006572155339
760	0.006566185835
761	0.006538798496
762	0.006513200266
763	0.00650026493
764	0.006497650805
765	0.006487955818
766	0.006488015172
767	0.006477502709
768	0.006471136875
769	0.006463840337
770	0.00646133246
771	0.006450922823
772	0.006449580208
773	0.006448202298
774	0.006437152567
775	0.006424089013
776	0.006414593061
777	0.006389729316
778	0.006367892545
779	0.00636144734
780	0.006355634172
781	0.006347661035
782	0.006347666425
783	0.006341557604
784	0.00634151551
785	0.006331430099
786	0.006325665081
787	0.006319737231
788	0.006317954286
789	0.006308927903
790	0.006308936655
791	0.0063089276
792	0.006298174386
793	0.006294354904
794	0.006286118789
795	0.006284894686
796	0.006279473987
797	0.006276079044
798	0.00626582332
799	0.006260514456
800	0.00625235912
801	0.006245556499
802	0.006245550851
803	0.006243211424
804	0.006234512598
805	0.006234520956
806	0.006229456053
807	0.006212658823
808	0.00617982986
809	0.006174977635
810	0.006171398146
811	0.006164634484
812	0.006151669031
813	0.006143215513
814	0.006143228959
815	0.006142092254
816	0.006142018605
817	0.006140936349
818	0.006135474919
819	0.00613004668
820	0.006125286757
821	0.006101248604
822	0.006064603127
823	0.006044932731
824	0.00604048754
825	0.00603542082
826	0.006032602102
827	0.006022009086
828	0.006012236468
829	0.005993576981
830	0.005985824577
831	0.00598022598
832	0.005973740559
833	0.00594444419
834	0.005942230968
835	0.005937195151
836	0.005925877007
837	0.005904181734
838	0.005891282843
839	0.005891336323
840	0.005890894297
841	0.005885961715
842	0.005885977674
843	0.005885874712
844	0.005885768297
845	0.005885729959
846	0.0058856991
847	0.005885760514
848	0.005885704339
849	0.005885720238
850	0.005885717119
851	0.005885708912
852	0.005885704763
853	0.005885691287
854	0.005885671452
855	0.005885678114
856	0.005885682626
857	0.005885698192
858	0.005880018815
859	0.005877097983
860	0.005856800394
861	0.005850702596
862	0.005849901034
863	0.005849901912
864	0.00583926874
865	0.005831033442
866	0.005801154443
867	0.005789883449
868	0.005780693114
869	0.005780674914
870	0.005779889008
871	0.005779900273
872	0.005779885434
873	0.005779916898
874	0.005779921562
875	0.005779891521
876	0.005779894489
877	0.005779925499
878	0.005779902514
879	0.005779896972
880	0.005768946676
881	0.00576474484
882	0.005753970579
883	0.005738839221
884	0.005732393228
885	0.005728566055
886	0.005728525384
887	0.005719917847
888	0.005710843314
889	0.005696093311
890	0.005691992015
891	0.005687251776
892	0.005687242933
893	0.005674662379
894	0.00566652541
895	0.005662495158
896	0.005658631947
897	0.005637255252
898	0.005630982599
899	0.0056222112
900	0.005605493706
901	0.005583354665
902	0.005579113945
903	0.005571089871
904	0.005568688152
905	0.005564962487
906	0.005556117439
907	0.005536349471
908	0.00553634293
909	0.005536342748
910	0.005536382601
911	0.005536358617
912	0.005536362069
913	0.005536357769
914	0.00553635789
915	0.005536308104
916	0.005536282546
917	0.005536290904
918	0.00553125807
919	0.005531238477
920	0.005531210828
921	0.005531258827
922	0.005531237962
923	0.005531223245
924	0.005531232057
925	0.005531244019
926	0.005531269487
927	0.005531233722
928	0.005531200169
929	0.00553116283
930	0.005531212706
931	0.00553117679
932	0.005530388401
933	0.005530369898
934	0.005530382072
935	0.005530363811
936	0.005530382132
937	0.005530393458
938	0.005530388674
939	0.005530334437
940	0.005530326684
941	0.00553035294
942	0.005520450498
943	0.005518133722
944	0.005500926521
945	0.005492624842
946	0.00549259256
947	0.005487777856
948	0.005487181613
949	0.005479707298
950	0.005477293374
951	0.005475062905
952	0.005475051397
953	0.00546946081
954	0.005461391494
955	0.005459178861
956	0.005449691843
957	0.005449685938
958	0.005446782155
959	0.005438113415
960	0.005438097699
961	0.005419598319
962	0.00541959844
963	0.005411926013
964	0.005407984036
965	0.005388094694
966	0.005388104778
967	0.005388108109
968	0.005388065107
969	0.005373153937
970	0.005373167898
971	0.005373173288
972	0.005372397224
973	0.005372394165
974	0.005372391198
975	0.005372402342
976	0.005372394529
977	0.005372392651
978	0.005364499764
979	0.005364506275
980	0.005360997043
981	0.005360950528
982	0.005361000919
983	0.00536097103
984	0.005353496927
985	0.005353502771
986	0.005334718852
987	0.005332532505
988	0.005325117787
989	0.005325114395
990	0.005325099254
991	0.005325151946
992	0.005325133292
993	0.005325121421
994	0.005316061727
995	0.005316079564
996	0.005315688246
997	0.005315669592
998	0.005315695968
999	0.005315672681
